User ID,Kelamin,Usia,EstimasiGaji,Beli
15685576,Laki,26,16000,0
15774727,Perempuan,31,71000,0
15694288,Perempuan,32,117000,1
15603319,Laki,33,43000,0
15759066,Perempuan,33,60000,0
15814816,Laki,31,66000,0
15724402,Perempuan,20,82000,0
15571059,Perempuan,33,41000,0
15674206,Laki,35,72000,0
15715160,Laki,28,32000,0
15730448,Laki,24,84000,0
15662067,Perempuan,19,26000,0
15779581,Laki,29,43000,0
15662901,Laki,19,70000,0
15689751,Laki,28,89000,0
15667742,Laki,34,43000,0
15738448,Perempuan,30,79000,0
15680243,Perempuan,20,36000,0
15745083,Laki,26,80000,0
15708228,Laki,35,22000,0
15628523,Laki,35,39000,0
15708196,Laki,49,74000,0
15735549,Perempuan,39,134000,1
15809347,Perempuan,41,71000,0
15660866,Perempuan,58,101000,1
15766609,Perempuan,47,47000,0
15654230,Perempuan,55,130000,1
15794566,Perempuan,52,114000,0
15800890,Perempuan,40,142000,1
15697424,Perempuan,46,22000,0
15724536,Perempuan,48,96000,1
15735878,Laki,52,150000,1
15707596,Perempuan,59,42000,0
15657163,Laki,35,58000,0
15622478,Laki,47,43000,0
15779529,Perempuan,60,108000,1
15636023,Laki,49,65000,0
15582066,Laki,40,78000,0
15666675,Perempuan,46,96000,0
15732987,Laki,59,143000,1
15789432,Perempuan,41,80000,0
15663161,Laki,35,91000,1
15694879,Laki,37,144000,1
15593715,Laki,60,102000,1
15575002,Perempuan,35,60000,0
15622171,Laki,37,53000,0
15795224,Perempuan,36,126000,1
15685346,Laki,56,133000,1
15691808,Perempuan,40,72000,0
15721007,Perempuan,42,80000,1
15794253,Perempuan,35,147000,1
15694453,Laki,39,42000,0
15813113,Laki,40,107000,1
15614187,Laki,49,86000,1
15619407,Perempuan,38,112000,0
15646227,Laki,46,79000,1
15660541,Laki,40,57000,0
15753874,Perempuan,37,80000,0
15617877,Perempuan,46,82000,0
15772073,Perempuan,53,143000,1
15701537,Laki,42,149000,1
15736228,Laki,38,59000,0
15780572,Perempuan,50,88000,1
15769596,Perempuan,56,104000,1
15586996,Perempuan,41,72000,0
15722061,Perempuan,51,146000,1
15638003,Perempuan,35,50000,0
15775590,Perempuan,57,122000,1
15730688,Laki,41,52000,0
15753102,Perempuan,35,97000,1
15810075,Perempuan,44,39000,0
15723373,Laki,37,52000,0
15795298,Perempuan,48,134000,1
15584320,Perempuan,37,146000,1
15724161,Perempuan,50,44000,0
15750056,Perempuan,52,90000,1
15609637,Perempuan,41,72000,0
15794493,Laki,40,57000,0
15569641,Perempuan,58,95000,1
15815236,Perempuan,45,131000,1
15811177,Perempuan,35,77000,0
15680587,Laki,36,144000,1
15672821,Perempuan,55,125000,1
15767681,Perempuan,35,72000,0
15600379,Laki,48,90000,1
15801336,Perempuan,42,108000,1
15721592,Laki,40,75000,0
15581282,Laki,37,74000,0
15746203,Perempuan,47,144000,1
15583137,Laki,40,61000,0
15680752,Perempuan,43,133000,0
15688172,Perempuan,59,76000,1
15791373,Laki,60,42000,1
15589449,Laki,39,106000,1
15692819,Perempuan,57,26000,1
15727467,Laki,57,74000,1
15734312,Laki,38,71000,0
15764604,Laki,49,88000,1
15613014,Perempuan,52,38000,1
15759684,Perempuan,50,36000,1
15609669,Perempuan,59,88000,1
15685536,Laki,35,61000,0
15750447,Laki,37,70000,1
15663249,Perempuan,52,21000,1
15638646,Laki,48,141000,0
15734161,Perempuan,37,93000,1
15631070,Perempuan,37,62000,0
15761950,Perempuan,48,138000,1
15649668,Laki,41,79000,0
15713912,Perempuan,37,78000,1
15586757,Laki,39,134000,1
15596522,Laki,49,89000,1
15625395,Laki,55,39000,1
15760570,Laki,37,77000,0
15566689,Perempuan,35,57000,0
15725794,Perempuan,36,63000,0
15673539,Laki,42,73000,1
15705298,Perempuan,43,112000,1
15675791,Laki,45,79000,0
15747043,Laki,46,117000,1
15736397,Perempuan,58,38000,1
15678201,Laki,48,74000,1
15720745,Perempuan,37,137000,1
15637593,Laki,37,79000,1
15598070,Perempuan,40,60000,0
15787550,Laki,42,54000,0
15603942,Perempuan,51,134000,0
15733973,Perempuan,47,113000,1
15596761,Laki,36,125000,1
15652400,Perempuan,38,50000,0
15717893,Perempuan,42,70000,0
15622585,Laki,39,96000,1
15733964,Perempuan,38,50000,0
15753861,Perempuan,49,141000,1
15747097,Perempuan,39,79000,0
15594762,Perempuan,39,75000,1
15667417,Perempuan,54,104000,1
15684861,Laki,35,55000,0
15742204,Laki,45,32000,1
15623502,Laki,36,60000,0
15774872,Perempuan,52,138000,1
15611191,Perempuan,53,82000,1
15674331,Laki,41,52000,0
15619465,Perempuan,48,30000,1
15575247,Perempuan,48,131000,1
15695679,Perempuan,41,60000,0
15713463,Laki,41,72000,0
15785170,Perempuan,42,75000,0
15796351,Laki,36,118000,1
15639576,Perempuan,47,107000,1
15693264,Laki,38,51000,0
15589715,Perempuan,48,119000,1
15769902,Laki,42,65000,0
15587177,Laki,40,65000,0
15814553,Laki,57,60000,1
15601550,Perempuan,36,54000,0
15664907,Laki,58,144000,1
15612465,Laki,35,79000,0
15810800,Perempuan,38,55000,0
15665760,Laki,39,122000,1
15588080,Perempuan,53,104000,1
15776844,Laki,35,75000,0
15717560,Perempuan,38,65000,0
15629739,Perempuan,47,51000,1
15729908,Laki,47,105000,1
15716781,Perempuan,41,63000,0
15646936,Laki,53,72000,1
15768151,Perempuan,54,108000,1
15579212,Laki,39,77000,0
15721835,Laki,38,61000,0
15800515,Perempuan,38,113000,1
15591279,Laki,37,75000,0
15587419,Perempuan,42,90000,1
15750335,Perempuan,37,57000,0
15699619,Laki,36,99000,1
15606472,Laki,60,34000,1
15778368,Laki,54,70000,1
15671387,Perempuan,41,72000,0
15573926,Laki,40,71000,1
15709183,Laki,42,54000,0
15577514,Laki,43,129000,1
15778830,Perempuan,53,34000,1
15768072,Perempuan,47,50000,1
15768293,Perempuan,42,79000,0
15654456,Laki,42,104000,1
15807525,Perempuan,59,29000,1
15574372,Perempuan,58,47000,1
15671249,Laki,46,88000,1
15779744,Laki,38,71000,0
15624755,Perempuan,54,26000,1
15611430,Perempuan,60,46000,1
15774744,Laki,60,83000,1
15629885,Perempuan,39,73000,0
15708791,Laki,59,130000,1
15793890,Perempuan,37,80000,0
15646091,Perempuan,46,32000,1
15596984,Perempuan,46,74000,0
15800215,Perempuan,42,53000,0
15577806,Laki,41,87000,1
15749381,Perempuan,58,23000,1
15683758,Laki,42,64000,0
15670615,Laki,48,33000,1
15715622,Perempuan,44,139000,1
15707634,Laki,49,28000,1
15806901,Perempuan,57,33000,1
15775335,Laki,56,60000,1
15724150,Perempuan,49,39000,1
15627220,Laki,39,71000,0
15672330,Laki,47,34000,1
15668521,Perempuan,48,35000,1
15807837,Laki,48,33000,1
15592570,Laki,47,23000,1
15748589,Perempuan,45,45000,1
15635893,Laki,60,42000,1
15757632,Perempuan,39,59000,0
15691863,Perempuan,46,41000,1
15706071,Laki,51,23000,1
15654296,Perempuan,50,20000,1
15755018,Laki,36,33000,0
15594041,Perempuan,49,36000,1
